Id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,year_built,year_renov
4220,20150108,329500,5,1.75,3290,8000,1,0,0,3,7,1790,1500,1968,0,98030,47.3733,-122.214,2380,7000,4,1
4221,20140708,1570000,4,2.25,2890,18226,3,1,4,3,10,2890,0,1984,0,98056,47.5169,-122.209,2870,11151,5,1
4222,20140811,379260,3,2.5,1730,7202,1,0,0,3,7,1330,400,1991,0,98198,47.4099,-122.329,2100,8125,5,1
4223,20140709,356000,3,2.5,1590,3411,2,0,0,3,7,1590,0,2000,0,98065,47.5303,-121.878,1590,3411,6,1
4224,20141201,571900,4,1.75,1710,8947,1,0,0,4,7,1710,0,1956,0,98007,47.5947,-122.135,1360,10133,3,1
4225,20140821,271500,3,1.75,1995,18360,2,0,0,3,7,1995,0,1957,0,98198,47.4129,-122.322,1980,13640,3,1
4226,20150316,390000,3,1.75,1300,10030,1,0,0,4,7,1300,0,1967,0,98034,47.7359,-122.192,1520,7713,4,1
4227,20150512,550000,3,2.5,2720,62310,1,0,0,3,8,2040,680,1985,0,98038,47.4168,-122.074,2770,204296,5,1
4228,20150105,755000,2,2.5,1360,2070,2,0,0,3,8,1360,0,1999,0,98102,47.6423,-122.329,1920,2092,5,1
4229,20141118,509500,2,2.5,1590,1485,2,0,0,3,8,1300,290,1994,0,98199,47.6375,-122.387,1880,3675,5,1
4230,20150325,486700,2,1,1200,6278,1,0,0,3,7,1080,120,1942,0,98103,47.7001,-122.351,1200,6211,3,1
4231,20140728,527500,2,1,1170,3000,1.5,0,0,3,7,1170,0,1910,0,98103,47.6697,-122.338,1530,4000,1,1
4232,20140815,475000,5,2.5,2010,3600,1.5,0,0,3,6,1510,500,1912,0,98119,47.6522,-122.366,1780,3600,1,1
4233,20140827,268000,3,2.75,1880,1793,2,0,0,3,7,1810,70,2001,0,98108,47.5405,-122.293,1800,2537,6,1
4234,20150416,562000,3,2,3250,50529,2,0,0,4,8,3250,0,1978,0,98075,47.5849,-122.016,2370,47480,4,1
4235,20140722,780000,4,2.5,2270,13449,1,0,0,4,9,1310,960,1975,0,98040,47.5416,-122.232,2810,13475,4,1
4236,20150106,700000,9,3,3680,4400,2,0,0,3,7,2830,850,1908,0,98102,47.6374,-122.324,1960,2450,1,1
4237,20140902,710000,3,2,1880,3000,1,0,0,4,8,1040,840,1931,0,98109,47.6418,-122.351,1790,3000,2,1
4238,20140612,445000,3,1,1050,5664,1,0,0,4,7,910,140,1947,0,98115,47.6897,-122.285,1500,5664,3,1
4239,20140915,729000,3,3.25,2250,60548,1,0,0,3,9,2250,0,2005,0,98038,47.4246,-122.014,2760,84070,6,1
4240,20140618,384400,3,3.25,1689,1388,3,0,0,3,8,1689,0,2008,0,98125,47.7174,-122.317,1459,1384,6,1
4241,20150327,815000,6,3,2860,17853,1,0,0,3,8,1430,1430,1962,2015,98006,47.546,-122.175,1920,13452,4,6
4242,20141029,865000,4,2.5,2710,4069,3,0,0,4,10,2710,0,1990,0,98122,47.604,-122.288,1810,3586,5,1
4243,20140828,514000,3,2,1770,7200,1,0,0,4,7,1770,0,1967,0,98033,47.6642,-122.173,2250,11250,4,1
4244,20140520,615000,4,2.75,2820,13193,1,0,0,3,8,1860,960,1965,0,98006,47.5579,-122.174,2580,13193,4,1
4245,20141016,865000,4,3.25,3400,99170,1,0,0,4,8,2000,1400,1980,0,98072,47.7293,-122.099,3460,47920,5,1
4246,20141013,755000,4,2.5,3110,6930,2,0,0,3,9,3110,0,2004,0,98052,47.7011,-122.112,3090,7000,6,1
4247,20150427,425000,4,1,1480,8321,1,0,0,3,7,1080,400,1953,0,98155,47.7629,-122.318,1580,8502,3,1
4248,20140618,375000,2,1,940,9839,1,0,0,3,6,940,0,1910,0,98136,47.5379,-122.386,1330,8740,1,1
4249,20150424,750000,4,2.5,2680,4548,2,0,0,3,8,2680,0,2009,0,98052,47.7073,-122.114,2750,4548,6,1
4250,20140926,722000,4,2.75,3190,5408,2,0,0,3,9,3190,0,2005,0,98075,47.5903,-121.988,3160,5773,6,1
4251,20150331,1011000,3,2.5,1920,4480,2,0,1,3,9,1920,0,1949,1997,98119,47.6472,-122.373,1790,4500,3,5
4252,20140625,725000,3,2.5,2610,7510,2,0,0,3,9,2610,0,1996,0,98052,47.6648,-122.137,2610,8458,5,1
4253,20140930,170000,3,0.75,1040,42180,1,0,0,2,6,1040,0,1947,0,98055,47.4518,-122.199,1270,24090,3,1
4254,20150501,845000,4,3.25,2880,35315,1,0,0,3,11,2270,610,1982,0,98005,47.6587,-122.163,1910,167378,5,1
4255,20150115,271900,3,2,1450,8771,2,0,0,4,7,1450,0,1991,0,98022,47.1947,-121.989,1450,8653,5,1
4256,20140605,1300000,6,4.5,3902,3880,3,0,4,4,9,2782,1120,1977,0,98116,47.5837,-122.399,1100,3870,4,1
4257,20141222,261500,4,2.5,2460,7800,1,0,0,3,8,1500,960,1977,0,98023,47.3081,-122.384,2210,7800,4,1
4258,20140516,619500,3,2.5,2170,5000,2,0,0,3,9,2170,0,2003,0,98029,47.5458,-121.996,2170,5000,6,1
4259,20140610,435000,5,2.25,1970,15247,1,0,0,3,7,1450,520,1986,0,98024,47.5669,-121.905,1300,10800,5,1
4260,20141003,210000,3,1,1000,5454,1,0,0,3,7,1000,0,1954,0,98133,47.7339,-122.337,1320,5250,3,1
4261,20141126,489950,3,2,1580,4010,1,0,0,4,7,790,790,1909,0,98117,47.6769,-122.371,1350,5350,1,1
4262,20140508,260000,4,1.5,2130,8800,1,0,0,3,7,1100,1030,1962,0,98032,47.383,-122.288,1480,8120,4,1
4263,20140628,300000,4,1,1370,8499,1,0,0,3,7,1370,0,1949,0,98155,47.736,-122.301,1370,8187,3,1
4264,20150422,530000,4,2,2150,14161,1,0,2,3,8,1330,820,1966,0,98003,47.3376,-122.323,2310,14034,4,1
4265,20141216,235000,3,1.75,1370,14030,1,0,0,4,8,1370,0,1977,0,98092,47.2969,-122.163,2100,15260,4,1
4266,20150105,593500,3,1,1370,4000,2,0,0,4,8,1370,0,1918,0,98105,47.6711,-122.324,1370,4000,1,1
4267,20140723,562000,3,3,3290,80471,2,0,2,4,8,2330,960,1975,0,98070,47.504,-122.464,1830,30494,4,1
4268,20150427,585000,3,2,3190,207346,2,0,0,3,9,3190,0,1994,0,98022,47.2737,-122.015,2930,206474,5,1
4269,20140530,2400000,4,3.25,4140,20734,1,0,1,3,10,3300,840,1977,2005,98004,47.6344,-122.215,4020,20008,4,6
4270,20150224,199500,3,1.75,1690,8901,1,0,0,3,7,1690,0,1986,0,98030,47.3546,-122.176,1690,7532,5,1
4271,20140902,544500,5,1,1690,3240,1.5,0,0,3,7,1690,0,1914,0,98115,47.6746,-122.325,1230,4500,1,1
4272,20150218,394900,3,1,1430,13370,1,0,0,3,7,1430,0,1962,0,98034,47.7317,-122.241,1670,10075,4,1
4273,20140731,912000,4,3.75,1980,4095,2,0,0,3,9,1980,0,2009,0,98103,47.6901,-122.356,1480,3840,6,1
4274,20140710,260000,3,2.5,1490,8102,2,0,0,4,7,1490,0,1990,0,98042,47.3712,-122.092,1640,7943,5,1
4275,20150219,858000,5,3,3620,12778,1,0,2,5,8,1900,1720,1964,0,98006,47.5512,-122.191,2930,10669,4,1
4276,20141209,1275000,4,2.5,2720,16454,1,0,1,5,9,1870,850,1963,0,98040,47.5489,-122.216,3560,15993,4,1
4277,20150513,242150,4,1.75,1490,8544,1,0,0,4,7,1490,0,1970,0,98031,47.3894,-122.166,1180,8372,4,1
4278,20141030,220000,3,1.75,1230,7200,1,0,0,3,7,1230,0,1986,0,98023,47.2881,-122.363,1540,7210,5,1
4279,20150430,235000,3,2,1900,7980,1,0,0,4,7,1340,560,1977,0,98023,47.305,-122.373,1690,7840,4,1
4280,20141021,370000,3,1.75,1530,10300,1,0,0,4,7,1530,0,1978,0,98133,47.7767,-122.356,1940,9883,4,1
4281,20141003,450000,3,1.75,2290,44866,1,0,0,3,8,1390,900,1981,0,98077,47.7398,-122.041,2410,44866,5,1
4282,20140711,534950,5,1.5,2240,6337,1,0,0,3,8,1280,960,1956,0,98125,47.7046,-122.316,1870,6380,3,1
4283,20150315,730000,4,2.5,3470,14271,2,0,0,3,9,3470,0,2005,0,98065,47.5423,-121.877,3450,9380,6,1
4284,20140925,465000,4,2.5,3050,32450,1,0,0,4,8,1550,1500,1983,0,98030,47.3626,-122.209,2350,15390,5,1
4285,20140801,178000,3,1,1100,5734,1,0,0,4,7,1100,0,1955,0,98030,47.3632,-122.174,1770,6050,3,1
4286,20150209,215000,3,1,1610,7140,1,0,0,3,7,1080,530,1976,0,98031,47.3943,-122.189,1800,7600,4,1
4287,20150312,300000,3,2.75,1910,15508,1,0,0,3,8,1210,700,1984,0,98023,47.3128,-122.345,2450,7989,5,1
4288,20140515,430000,3,2,1510,7066,1,0,2,3,7,1230,280,1973,0,98125,47.7053,-122.303,1950,8089,4,1
4289,20140731,183000,3,1.5,1280,4366,2,0,0,4,6,1280,0,1985,0,98002,47.335,-122.215,1280,4366,5,1
4290,20140612,585000,3,2.5,1910,1501,2.5,0,0,3,8,1530,380,2007,0,98199,47.6441,-122.385,1760,1750,6,1
4291,20140716,192950,3,1,1170,3330,2,0,0,4,6,1170,0,1969,0,98092,47.3155,-122.182,1090,3330,4,1
4292,20140926,599000,2,1,1550,7713,1,0,0,3,7,1550,0,1930,1979,98117,47.7005,-122.358,1340,6350,2,4
4293,20140708,326500,3,1,1060,7920,1,0,0,4,7,1060,0,1968,0,98106,47.5649,-122.358,1060,7457,4,1
4294,20140718,358803,2,1,1040,5765,1,0,0,3,7,1040,0,1944,0,98133,47.7024,-122.346,1040,3844,3,1
4295,20140528,537000,3,2.5,1550,12920,2,0,0,5,7,1550,0,1999,0,98033,47.6973,-122.194,2610,10800,5,1
4296,20141023,1155000,3,2.5,2490,24691,1,1,4,4,9,1580,910,1961,0,98146,47.488,-122.364,2800,24121,4,1
4297,20150129,156000,2,1,920,5889,1,0,0,4,6,920,0,1950,0,98002,47.3012,-122.218,1210,6180,3,1
4298,20150325,219000,3,1,1250,8276,1.5,0,0,5,6,1250,0,1939,0,98022,47.2092,-121.997,1250,8792,2,1
4299,20150501,1190000,3,1.5,2540,2700,2,0,0,4,8,1630,910,1922,0,98119,47.637,-122.361,2520,5400,2,1
4300,20150427,248000,5,1.75,2190,16788,1,0,2,3,8,1380,810,1978,0,98030,47.3764,-122.176,1920,8366,4,1
4301,20150209,340000,3,1.75,1340,196020,1,0,0,4,7,1340,0,1987,0,98010,47.2931,-121.992,2250,232230,5,1
4302,20150422,899100,5,2.5,2410,15300,1,0,0,4,8,1400,1010,1975,0,98040,47.5416,-122.231,2440,15300,4,1
4303,20140728,346950,3,1.75,1830,10954,1,0,0,3,7,1830,0,1963,0,98155,47.7554,-122.306,1850,8624,4,1
4304,20140917,330000,3,1,1850,5775,2,0,0,3,6,1740,110,1928,0,98108,47.5446,-122.296,1520,3578,2,1
4305,20140731,325000,3,1,1410,8250,1,0,0,3,7,1410,0,1954,0,98177,47.7621,-122.36,1580,8250,3,1
4306,20141027,315000,3,1.75,1460,7884,1,0,0,3,8,1460,0,1975,0,98058,47.4457,-122.128,2050,7210,4,1
4307,20140623,649950,3,2.5,1500,1375,2,0,0,3,9,1200,300,2014,0,98119,47.6451,-122.375,1680,1627,6,1
4308,20140825,316000,3,1,1130,7200,1.5,0,0,4,6,1130,0,1942,0,98133,47.7298,-122.355,1350,1358,3,1
4309,20140617,386000,2,2.5,1620,3196,2,0,0,3,8,1620,0,2008,0,98065,47.5167,-121.878,1750,2828,6,1
4310,20150408,535000,2,1.75,2330,7280,1,0,0,3,7,1450,880,1982,0,98188,47.4282,-122.28,1830,12178,5,1
4311,20150325,600000,3,3,1520,1800,3,0,0,3,7,1520,0,2003,0,98115,47.6822,-122.326,1520,1500,6,1
4312,20141118,339000,4,2.5,2840,8746,2,0,0,3,8,2840,0,2001,0,98022,47.19,-122.013,2630,9900,6,1
4313,20140926,167000,3,2,1520,7456,1,0,0,3,7,1520,0,1949,0,98166,47.4745,-122.343,1740,8464,3,1
4314,20141215,430000,3,1,1740,4800,1,0,0,3,8,1740,0,1952,0,98118,47.5596,-122.27,1600,4800,3,1
4315,20140821,688000,4,4,4000,9309,2,0,0,3,9,4000,0,2007,0,98065,47.5421,-121.888,3920,8048,6,1
4316,20140908,834500,3,2.25,2780,6000,1,0,3,4,9,1670,1110,1948,0,98199,47.6442,-122.406,2780,6000,3,1
4317,20140628,1075000,4,4.25,3500,8750,1,0,4,5,9,2140,1360,1951,0,98177,47.7222,-122.367,3110,8750,3,1
4318,20141201,250000,3,1,1060,52272,1,0,0,3,7,1060,0,1960,0,98030,47.36,-122.178,1900,5971,4,1
4319,20150410,402500,3,1,1290,4000,1.5,0,0,3,7,1290,0,1926,0,98118,47.5462,-122.277,1160,5040,2,1
4320,20141216,432500,3,2.5,2390,6435,1,0,0,3,8,1600,790,1978,0,98034,47.726,-122.194,2020,7300,4,1
4321,20140814,485000,5,1.75,2460,14100,1,0,0,3,7,1380,1080,1972,0,98028,47.7452,-122.224,2028,11078,4,1
4322,20140820,560000,4,2.75,2930,22000,1,0,3,4,9,1580,1350,1978,0,98023,47.3227,-122.384,2930,9758,4,1
4323,20141021,410000,4,2.25,2200,8292,2,0,0,3,7,2200,0,1990,0,98155,47.7456,-122.315,1090,8290,5,1
4324,20140515,455000,3,2.5,1870,7344,1,0,0,3,8,1470,400,1980,0,98034,47.7265,-122.206,1930,7344,5,1
4325,20141229,459500,4,2.5,2060,8968,1,0,0,4,7,1190,870,1975,0,98155,47.7686,-122.317,1350,8972,4,1
4326,20141212,371000,4,1.75,1610,11305,1,0,0,3,7,1610,0,1968,0,98034,47.727,-122.176,1870,11850,4,1
4327,20150220,289500,3,2.25,2120,3400,2,0,0,3,7,2120,0,2002,0,98092,47.3364,-122.17,2420,3400,6,1
4328,20141021,395000,3,3.5,1450,1263,2,0,0,3,8,1160,290,2007,0,98199,47.6508,-122.383,1390,1282,6,1
4329,20140614,496752,2,1,1980,5000,1,0,0,4,7,1090,890,1923,0,98144,47.586,-122.295,1720,5000,2,1
4330,20141001,227000,2,1,860,6800,1,0,0,3,6,860,0,1943,0,98133,47.7274,-122.337,1220,6800,3,1
4331,20140804,330000,3,1.75,1460,9261,1,0,0,3,7,1460,0,1985,0,98056,47.5155,-122.189,1550,8800,5,1
4332,20150123,480000,5,2,2590,8610,1,0,0,4,7,1340,1250,1958,0,98008,47.6112,-122.126,1750,8610,3,1
4333,20140806,290000,2,1,1120,217800,1,0,0,3,6,1120,0,1976,0,98019,47.7378,-121.912,1480,217800,4,1
4334,20141112,281000,3,1,1340,21336,1.5,0,0,4,5,1340,0,1945,0,98032,47.4023,-122.273,1340,37703,3,1
4335,20150407,705000,4,1.5,1780,3120,1.5,0,3,3,8,1780,0,1926,0,98118,47.5589,-122.264,1710,3600,2,1
4336,20140502,1400000,4,2.5,2920,4000,1.5,0,0,5,8,1910,1010,1909,0,98105,47.6578,-122.28,2470,4000,1,1
4337,20141212,485000,4,3.25,2820,6611,1,0,0,3,7,1410,1410,1958,0,98155,47.7473,-122.285,2320,6611,3,1
4338,20150309,622000,3,2.25,1550,1919,3,0,0,3,8,1550,0,2003,0,98107,47.6729,-122.379,1550,2918,6,1
4339,20140902,380000,3,2.25,1600,39848,1,0,3,4,8,1600,0,1958,0,98022,47.1991,-122.013,1600,39848,3,1
4340,20141126,2125000,4,2.75,3190,19513,2,0,4,4,10,3190,0,1982,0,98034,47.6991,-122.235,2750,13496,5,1
4341,20140627,561500,3,1.75,1960,6380,1,0,0,4,7,980,980,1939,0,98115,47.6975,-122.316,1480,6380,2,1
4342,20140916,242000,3,1,970,9600,1,0,0,3,7,970,0,1972,0,98045,47.4451,-121.768,1110,9600,4,1
4343,20140624,348500,3,1.5,1360,10726,1,0,0,4,7,1360,0,1966,0,98059,47.4948,-122.134,1650,10726,4,1
4344,20150326,370000,3,1.5,1360,10726,1,0,0,4,7,1360,0,1966,0,98059,47.4948,-122.134,1650,10726,4,1
4345,20150414,752000,6,3.75,3810,6663,2,0,0,4,8,3810,0,1977,0,98103,47.6938,-122.34,1610,4561,4,1
4346,20141031,230000,3,1.75,1340,8250,1,0,0,3,7,1100,240,1985,0,98042,47.3668,-122.09,1540,7860,5,1
4347,20150318,715000,3,2.25,1990,4977,3,0,0,3,9,1990,0,2012,0,98118,47.5404,-122.268,1280,5000,6,1
4348,20150417,240415,3,1.75,1120,10187,1,0,0,3,7,1120,0,1968,0,98198,47.3694,-122.311,1900,8736,4,1
4349,20141125,562000,4,1.75,2060,4080,1.5,0,0,3,7,1460,600,1922,1996,98105,47.6698,-122.325,1620,4080,2,5
4350,20140805,360000,3,1.5,1170,4080,1,0,0,5,6,1170,0,1917,0,98126,47.5338,-122.381,920,4242,1,1
4351,20141029,659950,3,2.5,1610,1246,2,0,1,3,9,1080,530,2014,0,98119,47.6423,-122.375,1610,1249,6,1
4352,20140623,458500,3,2,1890,1599,2,0,0,3,9,1430,460,2012,0,98136,47.5438,-122.385,1780,1562,6,1
4353,20150305,259950,2,2,1070,649,2,0,0,3,9,720,350,2008,0,98106,47.5213,-122.357,1070,928,6,1
4354,20140918,366000,3,1.75,1680,6108,1,0,0,3,8,1680,0,1989,0,98055,47.4501,-122.208,2220,5664,5,1
4355,20150428,978000,4,2.75,2890,7821,2,0,0,3,9,2890,0,2014,0,98006,47.554,-122.189,2890,10108,6,1
4356,20150421,525000,2,1,1360,6120,1,0,0,3,7,1060,300,1947,0,98115,47.6841,-122.291,1800,5100,3,1
4357,20140522,926300,3,1.5,1660,4800,2,0,0,3,8,1660,0,1907,0,98119,47.6352,-122.358,1690,4000,1,1
4358,20150423,750000,2,1,1620,6120,1,0,0,3,7,1620,0,1951,0,98115,47.6731,-122.326,1650,4590,3,1
4359,20141204,660000,2,1,960,6263,1,0,1,4,6,960,0,1942,0,98033,47.6646,-122.202,1460,6054,3,1
4360,20140813,305000,4,1.75,1000,7200,1.5,0,0,4,6,1000,0,1947,0,98155,47.742,-122.324,1280,7200,3,1
4361,20150426,800000,2,2.5,2395,6143,1,0,0,3,8,2395,0,2003,0,98053,47.7114,-122.029,2170,6162,6,1
4362,20150427,600000,4,1.75,3050,9440,1,0,0,3,8,1800,1250,1966,0,98034,47.7228,-122.183,2020,8660,4,1
4363,20140827,435000,2,1,1120,88327,1.5,0,0,4,6,1120,0,1972,0,98010,47.3205,-121.867,1640,136662,4,1
4364,20150310,1135000,4,3.25,2960,4296,2,0,0,3,9,2190,770,2007,0,98119,47.6526,-122.372,2150,6000,6,1
4365,20141010,318000,3,2.25,1250,1017,3,0,0,3,8,1250,0,2008,0,98133,47.7099,-122.333,1250,1017,6,1
4366,20141006,639000,4,2,1940,5000,1,0,0,4,7,980,960,1910,0,98107,47.6719,-122.369,1940,5000,1,1
4367,20150316,453000,3,2.5,1750,3900,2,0,0,3,8,1750,0,1977,0,98052,47.6638,-122.129,1750,5700,4,1
4368,20141117,800000,4,1.75,2150,9148,1,0,0,4,7,2150,0,1955,0,98004,47.5828,-122.197,2370,9148,3,1
4369,20140604,437000,2,1.75,1500,6800,1,0,0,4,7,910,590,1942,0,98117,47.7004,-122.371,1450,6800,3,1
4370,20141121,1150000,3,2.75,3230,75889,2,1,4,3,7,3230,0,1925,1993,98023,47.3344,-122.37,2560,72229,2,5
4371,20140926,490000,4,2.5,3000,8645,2,0,0,3,8,3000,0,1985,0,98034,47.7315,-122.224,1930,8866,5,1
4372,20140710,499950,4,1.75,1520,7700,1,0,0,4,7,1520,0,1967,0,98034,47.7356,-122.191,1520,7500,4,1
4373,20141226,160134,3,1.5,1190,10116,1,0,0,3,7,1190,0,1968,0,98042,47.385,-122.085,1190,9905,4,1
4374,20141215,191000,3,1,990,8255,1,0,0,3,7,990,0,1953,0,98148,47.425,-122.331,1180,9750,3,1
4375,20150115,221000,3,1,1250,7280,1,0,0,3,7,1250,0,1965,0,98001,47.3414,-122.286,1450,7350,4,1
4376,20141028,352800,4,2,2080,6360,1,0,0,3,7,1330,750,1960,0,98118,47.5392,-122.278,2080,6741,4,1
4377,20150511,350000,3,2.5,1640,10424,2,0,0,3,7,1640,0,1988,0,98019,47.7345,-121.977,1560,10101,5,1
4378,20140617,458000,4,1.5,1550,3000,1.5,0,0,3,7,1350,200,1918,0,98105,47.6604,-122.324,1710,5535,1,1
4379,20140519,359950,3,1,1290,189486,1,0,0,4,7,1290,0,1960,0,98092,47.3356,-122.157,2370,98881,4,1
4380,20150407,1050000,3,3,3250,5093,2,0,3,3,10,3250,0,2004,0,98146,47.5123,-122.39,2820,7752,6,1
4381,20140724,353000,3,1.75,1260,11775,1,0,0,5,6,1260,0,1942,0,98108,47.5501,-122.296,1270,5480,3,1
4382,20140801,717550,3,3.5,2840,4468,3,0,0,3,10,2840,0,2006,0,98052,47.7069,-122.117,3040,5400,6,1
4383,20140807,450000,3,2.25,1960,6500,2,0,0,4,8,1960,0,1977,0,98052,47.6642,-122.129,1860,6160,4,1
4384,20140924,167500,3,1,760,3090,1,0,0,2,5,760,0,1903,0,98118,47.5513,-122.275,1020,5356,1,1
4385,20140617,550000,3,1.75,2240,78225,2,0,0,5,8,2240,0,1976,0,98070,47.4638,-122.484,2030,202554,4,1
4386,20150421,939000,4,2.25,2240,9684,2,0,0,4,9,2240,0,1970,0,98040,47.5489,-122.225,2440,9618,4,1
4387,20150429,700000,3,1.75,1820,15570,1,0,2,3,8,1820,0,1948,0,98146,47.5068,-122.386,2490,9480,3,1
4388,20140519,480000,4,3.5,3370,435600,2,0,3,3,9,3370,0,2005,0,98045,47.4398,-121.738,2790,114868,6,1
4389,20140829,501000,3,1,1160,4360,1,0,0,4,8,1160,0,1929,0,98105,47.6718,-122.291,1810,4360,2,1
4390,20150204,580000,3,2.25,1640,8625,1,0,0,3,8,1320,320,1987,0,98052,47.6772,-122.153,1770,9476,5,1
4391,20140523,527550,1,0.75,820,59677,1,0,0,3,5,820,0,1999,0,98065,47.5316,-121.764,1590,14163,5,1
4392,20141124,399000,4,2.5,2800,4687,2,0,0,3,9,2800,0,2005,0,98038,47.3594,-122.04,2750,4750,6,1
4393,20150415,240000,3,1.75,1780,5000,1.5,0,0,3,6,1080,700,1957,0,98146,47.5105,-122.36,1500,5000,3,1
4394,20150311,353000,4,2.75,2200,268329,1,0,0,3,7,1410,790,1989,0,98092,47.3224,-122.122,2240,58806,5,1
4395,20140528,335000,4,2,1480,3132,1,0,0,5,6,740,740,1910,0,98108,47.55,-122.312,1480,6420,1,1
4396,20150317,475000,3,3,2010,2554,2,0,0,3,7,1860,150,2001,0,98118,47.5525,-122.269,1370,5100,6,1
4397,20140826,660000,3,2,2880,5100,1.5,0,0,4,7,2080,800,1926,0,98117,47.6805,-122.385,1820,5100,2,1
4398,20140724,551000,3,1,940,1948,1,0,0,5,6,940,0,1900,0,98107,47.6733,-122.383,1700,5000,1,1
4399,20150320,249950,4,1.75,1620,10530,1,0,0,3,7,1620,0,1968,0,98030,47.3808,-122.211,1890,9975,4,1
4400,20141120,1150000,4,3.25,4400,262666,2,0,0,3,11,4400,0,1988,0,98075,47.5927,-122.064,3240,9791,5,1
4401,20140703,575000,3,1.75,1530,6743,1,0,0,3,7,1410,120,1955,0,98116,47.5745,-122.396,2040,6000,3,1
4402,20140718,1088890,4,2.75,3460,11350,1,0,4,4,9,1780,1680,1974,0,98006,47.568,-122.153,3200,13874,4,1
4403,20141118,515000,4,2.5,2890,7306,2,0,0,3,7,2890,0,2006,0,98065,47.5447,-121.883,2850,6687,6,1
4404,20141210,235000,3,1.5,1980,11214,1,0,0,3,7,1980,0,1959,0,98168,47.4696,-122.298,1510,9072,3,1
4405,20140915,796000,3,1,1980,3243,1.5,0,0,3,8,1980,0,1912,0,98102,47.6429,-122.327,1380,1249,1,1
4406,20150423,450000,2,1.5,1450,2550,1,0,0,3,7,820,630,1984,0,98103,47.6911,-122.348,1450,5100,5,1
4407,20141106,2050000,4,3,4280,18834,1,0,4,5,11,2180,2100,1971,0,98116,47.5811,-122.4,2490,8858,4,1
4408,20140508,270000,4,2.5,1810,6509,2,0,0,3,7,1810,0,1994,0,98042,47.3531,-122.143,1760,7417,5,1
4409,20150414,1705000,3,3,2490,27702,2,1,4,3,10,2490,0,2000,0,98116,47.5596,-122.403,2580,12119,6,1
4410,20150309,565000,3,1,1610,4108,1.5,0,0,5,7,1610,0,1928,0,98126,47.5704,-122.376,1680,4467,2,1
4411,20140804,680000,1,2.5,1820,3008,2,0,0,3,7,1090,730,1910,2004,98103,47.6529,-122.339,1860,3420,1,6
4412,20140804,5570000,5,5.75,9200,35069,2,0,0,3,13,6200,3000,2001,0,98039,47.6289,-122.233,3560,24345,6,1
4413,20141114,864500,4,2.5,3520,35991,2,0,0,4,10,3520,0,1992,0,98077,47.7437,-122.035,3210,35991,5,1
4414,20140915,1150000,4,2.25,3740,18000,1,0,0,4,9,1870,1870,1951,0,98177,47.7027,-122.378,2610,10902,3,1
4415,20140515,335000,3,2.25,2150,30476,2,0,0,3,7,2150,0,1991,0,98188,47.4605,-122.277,2010,10800,5,1
4416,20150504,911000,4,3.25,3526,15958,2,0,0,3,10,3526,0,1997,0,98075,47.567,-122.033,3639,15090,5,1
4417,20141112,425000,2,1,1070,6625,1,0,0,3,7,830,240,1950,0,98116,47.5736,-122.393,1310,6625,3,1
4418,20141029,299950,3,1,1410,81021,1,0,0,3,7,1410,0,1949,1981,98058,47.4303,-122.067,2000,81021,3,5
4419,20141208,864000,4,2.5,3190,49658,2,0,0,3,10,3190,0,1999,0,98074,47.6216,-122.015,3040,49658,5,1
4420,20150305,425000,2,1,1270,6000,1,0,0,3,7,1270,0,1939,0,98199,47.6482,-122.393,1770,6000,2,1
4421,20140814,374950,4,1.5,1970,14490,1.5,0,0,4,7,1970,0,1963,0,98059,47.4612,-122.069,1880,14880,4,1
4422,20141203,247000,3,2.25,1640,7630,1,0,0,4,8,1180,460,1968,0,98032,47.3739,-122.29,1930,7630,4,1
4423,20141212,475000,3,1,1600,7161,1,0,0,3,8,1600,0,1953,0,98118,47.5507,-122.261,1760,8280,3,1
4424,20140801,275000,3,2.5,3020,5868,2,0,0,3,7,3020,0,2003,0,98092,47.3361,-122.175,2710,5470,6,1
4425,20141029,355000,2,1,1350,368517,1,0,0,3,6,1350,0,1947,0,98077,47.7617,-122.061,2330,104108,3,1
4426,20150318,285000,4,1.75,1870,22072,1,0,0,3,7,1070,800,1959,0,98042,47.3775,-122.165,2100,10185,3,1
4427,20140905,1338750,3,2.75,2730,38869,1.5,1,4,3,9,1940,790,1963,2001,98146,47.4857,-122.361,2630,28188,4,6
4428,20140811,325000,2,1,1100,17817,1,0,0,3,7,620,480,1980,0,98019,47.7728,-121.9,1790,20009,5,1
4429,20150420,1670000,5,3.5,4320,40816,2,0,0,4,11,4320,0,1997,0,98004,47.644,-122.185,4320,44584,5,1
4430,20140606,402000,3,2.5,2700,9994,1,0,3,4,7,1350,1350,1959,0,98198,47.397,-122.321,2470,10664,3,1
4431,20140814,1100000,3,3,3700,16857,1,0,0,3,10,2170,1530,2000,0,98117,47.6956,-122.392,2320,12000,6,1
4432,20140730,375000,4,1.75,2190,9225,1,0,0,4,7,1250,940,1959,0,98028,47.7396,-122.256,2190,9225,3,1
4433,20140911,396000,5,2.75,2840,12253,1,0,0,3,7,1420,1420,1960,0,98028,47.7618,-122.253,2210,11620,4,1
4434,20140716,320000,4,2.75,2610,9077,1,0,0,4,8,1310,1300,1987,0,98058,47.4612,-122.147,1900,10500,5,1
